name,caption
4543570621.jpg,A man in a gray jacket is talking on the phone while standing in front of a yellow taxi.
172097782.jpg,A man in a red life jacket is waterskiing.
2663794355.jpg,A woman in a bikini laying on a rock by the water.
964871444.jpg,A man is welding a metal pipe.
3600216153.jpg,A man in a black shirt and shorts is standing on a rock in front of a waterfall.
4872410849.jpg,A man and a child are posing for a picture.
4013937506.jpg,Two men are holding a stick and one is holding a stick.
4834121945.jpg,A man is standing next to a boat.
288776839.jpg,A young boy is laying in the leaves.
1355450069.jpg,A man is rock climbing.
30061114.jpg,A man in a green shirt is sitting in a chair.
3425069551.jpg,A tennis player in a purple and white shirt is about to hit the ball.
4546939692.jpg,A man is parasailing on a wave.
4730789283.jpg,A man in a striped shirt is sitting at a table with a sign that says <unk>.
3608585041.jpg,A person is parasailing with a parachute.
85318261.jpg,A man in a plaid shirt is working on a piece of pottery.
4465359505.jpg,A woman in a blue coat is looking at a man in a blue jacket.
3460992366.jpg,A young boy in a red shirt is pulling a rope.
5903528077.jpg,A baseball player in a red uniform is throwing a ball.
4661610976.jpg,A group of people are sitting in a circle in a circle.
7422429952.jpg,Two people are fencing in a gym.
2426795961.jpg,Two children playing with a wooden box.
189038731.jpg,Two construction workers in orange vests are walking past a building.
3308612894.jpg,A baby is sitting in a pot in a kitchen.
3443853670.jpg,A man and a dog sit on the grass near a white building.
2311401527.jpg,A woman in a black dress is taking a picture of a window.
3827174510.jpg,A woman in a black dress walks down a street.
2376252671.jpg,A man is standing in a hallway with a large wooden floor.
1287768104.jpg,A man and a woman are standing in front of a large crowd of people.
749840385.jpg,A man in a white shirt is talking on a cellphone.
2304469976.jpg,A man is sitting on a bench in front of a row of motorcycles.
2026594159.jpg,A group of people are sitting in a room with a red car.
4706793376.jpg,A woman in a white shirt and blue pants is dancing.
4739158920.jpg,Children playing in a fountain.
3050794213.jpg,A boy is sitting on a skateboard on the ground.
4940544962.jpg,A woman and a man walking down the street.
5406927495.jpg,A crowd of people are standing around a street performer playing a guitar.
21138719.jpg,A man is jumping off of a building.
4792134256.jpg,Two women are sitting at a table with fire bottles.
338238295.jpg,People walking outside of a restaurant.
4575535313.jpg,A man with a red backpack is talking on a cellphone.
5181422285.jpg,A young girl is eating a meal.
3848578709.jpg,A man in a blue shirt is working on a project.
3392851587.jpg,Two girls are sitting on a slide.
1362794608.jpg,A man in a blue shirt is sliding down a slide.
6933265421.jpg,A man in a blue jacket and hat is painting a bridge.
1334892555.jpg,Two girls are playing with a hose.
3014773357.jpg,Two white swans on the water.
3324056835.jpg,A group of dogs running on the beach.
3288174272.jpg,A group of people are sitting in a dirt field.
3251187785.jpg,Two men are working on a street.
6299253797.jpg,A group of people are looking through a microscope.
235287598.jpg,A girl in a blue shirt fishing on a pier.
1196886054.jpg,A bride and groom are walking down a sidewalk.
4564174382.jpg,A person in a green hat is sitting on the sidewalk.
1087539207.jpg,Four children are riding on a tractor in a field.
1301292439.jpg,A woman is applying makeup to her face.
2399219552.jpg,A boy in blue shorts playing basketball.
2612150724.jpg,A group of children are sitting at a table with green and green chairs.
4179982279.jpg,People are playing ice skating in a park.
2511782353.jpg,A woman is painting a picture of a young girl.
3019986034.jpg,A girl in a black shirt and red skirt is playing a violin.
4968343509.jpg,A man sits on a wall in front of a wall covered in graffiti.
4805058459.jpg,A group of people are standing on a bridge.
724702877.jpg,A dog jumps to catch a tennis ball.
1317292658.jpg,A boy in swimming trunks plays in a water fountain.
541537091.jpg,A man with a beard and sunglasses is sitting outside with a cup of coffee.
4830620136.jpg,Two people are walking in front of a building.
4673379446.jpg,A group of people are standing on a sidewalk.
4841630077.jpg,A woman in a colorful dress is dancing.
7729758628.jpg,A group of people are playing in a small pool.
2446839286.jpg,A group of people dressed in white and black are dancing in a city.
2881441125.jpg,Two children are playing in a water tub.
4491852454.jpg,A man in a blue jacket is sitting on the ground.
3407357681.jpg,A brown dog runs through the water.
1561658940.jpg,A little girl in pink is sitting on a swing.
2416244705.jpg,A girl in a pink shirt is brushing a horse.
4523218758.jpg,Two women walking down the street.
2614027432.jpg,A man in a green dress is playing a guitar.
4232844448.jpg,A woman in a black shirt is hugging a blond girl in a white shirt.
57691053.jpg,A group of people in black costumes are standing in a wooded area.
465357550.jpg,A man is walking on the beach with a surfboard.
701383584.jpg,A man in a black shirt and shorts is walking on a trail.
4744289692.jpg,A group of people are standing outside of a building.
3248408149.jpg,A brown and white dog is playing with a brown and white dog.
5921438594.jpg,A man in a white shirt is sitting on a stone bench.
3638992163.jpg,A brown and white dog is jumping through a red hoop.
4614816401.jpg,A man in a white shirt and black pants is playing a guitar on stage.
4935046155.jpg,A man is walking on a sidewalk in front of a large building.
2447754764.jpg,A man and a woman are playing pool.
4118638516.jpg,A man is selling flowers on the street.
2429405579.jpg,A group of people are standing around a woman in a blue shirt.
2248487950.jpg,A man and a woman are standing in front of a brick building.
1490670858.jpg,A young boy in a blue shirt slides down a red slide.
3627929314.jpg,A man in a blue shirt is sitting on a statue of a man in a blue shirt.
3322389758.jpg,A black dog is running through a field with a stick in its mouth.
2609797461.jpg,People are walking in front of a large building.
2379421650.jpg,A man in a blue shirt is cooking in a kitchen.
4483432356.jpg,Two boys are cooking on a grill.
750196276.jpg,A young boy in a green shirt runs down a sidewalk.
245815603.jpg,A man and a boy are riding a bike.
3259579174.jpg,A boy is sliding down a snow covered hill.
3562302012.jpg,A boy is climbing up a metal structure.
4605436317.jpg,A woman in a yellow dress is dancing with a young girl in a yellow dress.
4588980563.jpg,A man is painting a wall.
4571898363.jpg,Two men are sitting on a bench.
2768662025.jpg,A young boy running in a race.
4857156237.jpg,A black man in a green hat and jacket is walking down the street.
4888936808.jpg,A group of people are sitting on a railing.
7139154793.jpg,A group of people are riding horses in a field.
3496758911.jpg,A skateboarder in a gray shirt and shorts is performing a trick.
3600229533.jpg,A man in a blue shirt and khaki pants is walking through a forest.
4570241628.jpg,A large crowd of people are gathered in a city street.
2602083686.jpg,Two women ride bicycles through a crowd.
4218698350.jpg,A woman in a green shirt is cooking on a stove.
2525232298.jpg,A man is rock climbing.
5266810229.jpg,A woman in an orange shirt is sitting at a desk with a computer screen behind her.
7472814756.jpg,A sailboat is being <unk> by a large ship.
219630410.jpg,Two men are sitting at a table with drinks.
388913235.jpg,A man in a black shirt is sitting at a table in a room with a table full of clothing.
4397972067.jpg,A young boy in a black shirt is playing ping pong.
4734535318.jpg,A woman with a backpack is walking through a forest.
540436782.jpg,A man in a brown jacket is holding a green object.
3131632154.jpg,Two black dogs run through the snow.
6059154572.jpg,A man is surfing in the water.
484093882.jpg,A man in a red hat is standing in a green boat.
3176278670.jpg,A woman is looking at colorful balls.
234580030.jpg,A man and a woman are standing in a park.
3708172446.jpg,A man and a woman are sitting on a bench in front of a fountain.
2088748696.jpg,A shirtless man is walking on a sidewalk.
6225280494.jpg,A man in a green shirt is jumping over a hurdle.
3429351222.jpg,Two women are walking down a street.
762678729.jpg,A group of people are standing in front of a tent.
3094034946.jpg,A young girl in a black shirt and black shorts is kicking a soccer ball.
200553102.jpg,A large group of people are standing around a large machine.
205152134.jpg,Two men in yellow vests are working on a street.
3008687165.jpg,Three men in orange vests are walking through a field.
549948800.jpg,Firefighters are standing in front of a firetruck.
4749092674.jpg,A man in a tan jacket is walking down the street.
2905975229.jpg,A man in a blue shirt is sitting in front of a plane.
97138308.jpg,A swimmer is diving into a swimming pool.
4213107150.jpg,A woman is reading a book to a young boy.
7379448802.jpg,A group of people are gathered around a large pile of yellow and yellow bags.
5415181095.jpg,A man and a child are cleaning a lawn.
115275691.jpg,A man in a black jacket and black hat is standing in front of a brick building with a shovel.
4483161364.jpg,A man in a red shirt is holding a large drill while a young boy in a blue shirt looks on.
4648702866.jpg,A man and a woman are standing on a beach.
2660601299.jpg,A man and a child are swimming in a pool.
4826988059.jpg,A young man in blue shorts and a blue swim cap is standing in a pool.
4890344819.jpg,A group of people are sitting on a bench in front of a building.
3564312955.jpg,A girl in a pink bathing suit is laying in the water.
4592260055.jpg,A woman is holding a flag and holding a flag.
2802477687.jpg,Four children are playing in the water.
2671168017.jpg,A woman in a red shirt and black shorts is riding a bike.
3479245321.jpg,A group of people are gathered around a tent.
8019420543.jpg,A football player in red is running with the ball.
2746910139.jpg,A child is playing in a water fountain.
2711203701.jpg,Two girls in bathing suits are playing with a toy.
2189721750.jpg,A soccer game is being played on a field.
1368082221.jpg,A man in a black shirt is cooking in a kitchen.
464542381.jpg,A group of people are sitting in chairs in a park.
441212506.jpg,Three dogs are running in a field.
189233427.jpg,A woman in a green jacket is standing next to a blue trashcan.
